video_id,split,spearman,pearson,rmse,mae,spike_rmse,curvature_rmse
YoGUM0AsXJI,train,0.9956413496546455,0.9946562331629417,1.2519649829903055,0.9746732428522393,1.0024135142310642,1.5603090356330125
jPVQgOI33V0,train,0.9938716071426148,0.9859332458074321,2.1847472768211547,1.4329951069142557,1.4318994463926042,1.9546427686024062
8YXWaEo201o,val,0.984076604128256,0.9639457254497793,2.7610526561793614,1.5413232935537207,1.4904573746889682,1.8265972679178655
bK-1Mfb93uA,train,0.9945463285765975,0.9806328720798256,2.292296379753402,1.7668375827298304,1.0830209806785458,1.679561912744865
GfEdSBXxyHA,train,0.9971298437477492,0.9843050480397043,2.275494815008625,1.7872469684865218,1.1187577798541202,1.7053917314476896
RhVq2oJpsEY,train,0.9888490200291271,0.9804404033956654,2.4537830921498514,1.8849173441971883,1.6991397673338218,2.6478412733412324
S_o49-nmh5w,train,0.9934926786591801,0.9898496251089667,2.3713057887249316,1.9738653957253636,0.8941788997517323,1.217462872222793
3MncoqWP_qg,val,0.9940454774778043,0.9832768457696751,2.642070060447269,1.9909716313428218,1.1561842100749555,1.8133627690058567
GthDbmZFW-w,train,0.9582376166495196,0.9608819242689661,3.0868377656383355,2.0987258004670095,1.9102626580445274,2.424402453540518
3WA4YT8fkx8,val,0.9943374061062296,0.9890408365877268,2.605526959521059,2.128501589935605,1.1710047864328343,1.8161514784061736
EFxlvlchMw8,train,0.8609494054947004,0.9178083392110759,3.8702733308277293,2.3232709299219714,1.6692664077036834,2.052490701945771
q607HENWvqY,train,0.8897237000887749,0.9442248227715415,3.8077796270434305,2.378182930521446,1.7076031985967932,1.9478285226961143
LH3DvvXTxzc,train,0.9971183027528178,0.9809039854083292,3.11537519561199,2.585792352657507,1.0512459342643028,1.3893231532770138
iP_siVZjbzc,train,0.9953914542568456,0.9895062660245061,3.0121238890324644,2.6196528897427096,0.9854810729698962,1.623595298843323
vVZDZxRRXDI,train,0.9176639117109529,0.9564152575565283,3.2245502021529164,2.644335189668259,1.839107052674509,2.783141964552074
eLSgNBnpeRg,train,0.9986861517048846,0.9658175150621193,3.461900753693876,2.779794409723565,0.8543128177479615,1.0403321563300458
Mc0b511IaVU,train,0.9974038152355795,0.9845331651956005,3.549545746968602,3.059754966509224,1.0208332609719581,1.5031577091640222
xK0GkyIVzq4,train,0.9086667089173219,0.9228771520539255,5.115987404015682,3.2372154009224166,2.8180538846195273,3.4906299029576946
IgJxh-fJTBU,train,0.8655270939172685,0.9072195202049809,4.832310824579952,3.4118911441009825,2.5534380996872588,3.13078303022657
9B3N8I4Vidc,train,0.7454423241871566,0.8118114639995584,6.3999625991092115,3.447884550189028,1.9528450554697496,2.4546689145636598
lgeLlSArJXU,train,0.9296133770467991,0.9436022200847627,4.172492168866088,3.468316257590114,1.4718065646416703,1.633962807212424
rJxhpVu7BhU,train,0.9105133778530178,0.9536051676907727,3.999927934605274,3.585463004537148,2.192709692950394,3.067078304118352
Fr4ZqY97Bco,train,0.9949102540106471,0.9815955286428057,4.138052600460252,3.5944965853549466,1.1965150863050478,1.9005040163787261
qoqjZR52lOQ,train,0.9906873065453539,0.9628695287679032,4.832842731057039,3.6057041659213516,1.7523818600545953,2.1479585622151474
VYsqc9S5b9E,train,0.8835582727946233,0.8810585509615975,6.092491669970224,3.6572540585357363,2.2353407144248125,2.7018594971691523
6_qPAwOsDi0,val,0.9948955926587764,0.9789361566368129,4.287027039542051,3.732246436695061,1.1440899345442161,1.5859552609497443
e21aHqRYPKE,train,0.990654358503553,0.9874381477719537,4.310416584443093,3.957443577228206,0.9298099158648274,1.3293887770252755
lLoSngvynB8,train,0.9230931684961398,0.9558722489418302,4.390807407380607,3.9671897888183594,1.7253254171908323,2.1517474105811414
8__NWVjeyZ8,train,0.7360315735188486,0.8085632519437701,7.548609758038342,3.9698424386506033,3.431340976800836,4.351014315573383
FZ4waB-THOA,train,0.9990736785939354,0.9755996291849659,4.585288594583543,4.121426912817625,0.8460492908316355,1.1800064399478056
138P93_Z_u0,val,0.7704640914576358,0.8266632228340262,6.809560644031405,4.127887348137279,2.9413761209165665,3.9077465702881162
kifrPvJigCU,train,0.9911724470713779,0.9812654506618678,4.703704478143212,4.408464903878693,1.3202937746250458,1.8055539861428023
hnyYg62DY4E,train,0.9966967390219873,0.9786987436325998,5.205787835424763,4.4142323862208,1.033289483642553,1.5238418333591366
W6enyqR-1Jw,train,0.9965939020270165,0.9872685781822907,4.966431861807604,4.49142346523776,1.2346753976591924,1.6450561683914366
ECP4p12A5FY,train,0.8899244589483037,0.9293133074113471,5.125840029560245,4.515193825901145,2.1225777833519723,2.8815229664009587
3PBo1GiAlbs,val,0.8765330850911329,0.9203346143121791,5.125186981927755,4.601582857641843,2.1097653446214664,2.5672223031021835
v_puTGCZjnA,train,0.9588606786533436,0.9419579985223295,6.049095598658501,5.225732822229366,1.6746373631761795,2.1963801831999827
wS79wHHkjjw,train,0.7012020814844465,0.7729325191650683,8.641072424258091,5.412231029850422,1.7506650037898175,1.7634640543211613
JXTBwlW02No,train,0.9755158407313469,0.9677632396439035,6.120681910956318,5.497453292997757,1.4680320432133451,1.7491120347921152
xZnMwJQ4mfc,train,0.9579681363656691,0.9184407829597502,6.069767343003545,5.6614387058975675,1.67394628537998,2.132990901757509
Db6f982wxPg,train,0.9958070181408267,0.9782456843585047,6.114523184011106,5.786631253686282,1.074662990069007,1.363808386178902
Z6cbf9WN0c4,train,0.823772344789543,0.8805808483099645,7.505947713664043,5.811181776594408,2.1678948747228044,2.5851645648138906
b5gAWk2QuSU,train,0.9966571549197247,0.9904250469240815,6.193509746242563,5.958216752156173,1.116736045970266,1.710631363488763
YubjPoEmzgU,train,0.9940143565680561,0.9771055460167749,7.008395930599704,6.403668998491646,0.9994678293720126,1.445438193655114
dx7dMwMXSAA,train,0.9964169927890009,0.9726552724860006,6.894118719832019,6.659102260476292,1.0657512020297044,1.163375657055471
OpuMLYUuP_M,train,0.9914050597694121,0.9733829549428857,7.195122915450368,6.844012496495011,1.0694396726174131,1.5917124492114838
