feature,importance
is_outro,47.91
n_chapters,7.76
is_intro,4.49
cumulative_info,3.53
content_rhythm,3.52
syntactic_depth,3.2
object_count,3.06
hook_score,3.02
edit_pace_x_screencast,2.31
hook_has_address,2.23
