feature,importance
is_intro,70.89
semantic_momentum,3.29
cumulative_info,2.43
topic_shift,1.8
information_density,1.76
hook_similarity,1.72
hook_score,1.47
semantic_novelty,1.25
viewer_engagement,1.1
ekman_intensity,0.97
