feature,importance
n_chapters,22.12
hook_score,18.73
is_intro,14.4
chapter_id,10.65
hook_has_address,10.11
is_outro,5.03
scene_novelty,4.02
content_rhythm,3.98
ekman_joy,1.91
speaker_prob,1.85
