time_sec,baseline_retention,baseline_std
1355,61.39,11.34
1356,61.38,11.34
1357,61.37,11.35
1358,61.36,11.35
1359,61.35,11.35
1360,61.34,11.35
1361,61.32,11.35
1362,61.3,11.34
1363,61.28,11.34
1364,61.26,11.33
1365,61.24,11.32
1366,61.22,11.32
1367,61.2,11.31
1368,61.19,11.3
1369,61.17,11.3
1370,61.15,11.29
1371,61.13,11.29
1372,61.11,11.28
1373,61.09,11.28
1374,61.07,11.27
1375,61.05,11.27
1376,61.03,11.27
1377,61.01,11.26
1378,60.99,11.26
1379,60.97,11.25
1380,60.96,11.25
1381,60.95,11.24
1382,60.94,11.23
1383,60.93,11.23
1384,60.92,11.22
1385,60.91,11.21
1386,60.9,11.2
1387,60.88,11.2
1388,60.87,11.19
1389,60.86,11.18
1390,60.85,11.18
1391,60.84,11.17
1392,60.83,11.16
1393,60.82,11.16
1394,60.81,11.15
1395,60.8,11.15
1396,60.78,11.15
1397,60.77,11.15
1398,60.76,11.15
1399,60.74,11.15
1400,60.73,11.15
1401,60.72,11.15
1402,60.71,11.15
1403,60.7,11.16
1404,60.68,11.16
1405,60.67,11.16
1406,60.66,11.16
1407,60.65,11.17
1408,60.64,11.17
1409,60.63,11.17
1410,60.61,11.18
1411,60.6,11.18
1412,60.59,11.18
1413,60.58,11.19
1414,60.57,11.19
1415,60.56,11.19
1416,60.55,11.19
1417,60.54,11.2
1418,60.53,11.2
1419,60.52,11.2
1420,60.51,11.2
1421,60.5,11.2
1422,60.49,11.2
1423,60.48,11.2
1424,60.47,11.2
1425,60.46,11.2
1426,60.45,11.2
1427,60.44,11.19
1428,60.43,11.19
1429,60.42,11.2
1430,60.41,11.2
1431,60.4,11.2
1432,60.39,11.2
1433,60.38,11.2
1434,60.37,11.21
1435,60.36,11.21
1436,60.35,11.21
1437,60.33,11.22
1438,60.32,11.22
1439,60.32,11.23
1440,60.31,11.23
1441,60.31,11.23
1442,60.31,11.24
1443,60.3,11.24
1444,60.3,11.24
1445,60.3,11.24
1446,60.29,11.25
1447,60.29,11.25
1448,60.29,11.25
1449,60.28,11.26
1450,60.28,11.26
1451,60.28,11.26
1452,60.28,11.26
1453,60.27,11.26
1454,60.27,11.26
1455,60.27,11.26
1456,60.27,11.25
1457,60.27,11.25
1458,60.27,11.25
1459,60.25,11.24
1460,60.23,11.23
1461,60.21,11.22
1462,60.18,11.21
1463,60.16,11.2
1464,60.14,11.19
1465,60.12,11.18
1466,60.09,11.18
1467,60.07,11.17
1468,60.05,11.16
1469,60.03,11.15
1470,60.01,11.14
1471,59.99,11.13
1472,59.97,11.12
1473,59.95,11.11
1474,59.93,11.11
1475,59.9,11.1
1476,59.88,11.09
1477,59.86,11.08
1478,59.85,11.08
1479,59.85,11.08
1480,59.84,11.08
1481,59.84,11.08
1482,59.84,11.08
1483,59.83,11.08
1484,59.83,11.08
1485,59.83,11.07
1486,59.82,11.07
1487,59.82,11.08
1488,59.81,11.08
1489,59.81,11.08
1490,59.81,11.08
1491,59.8,11.07
1492,59.8,11.07
1493,59.79,11.07
1494,59.79,11.07
1495,59.78,11.07
1496,59.78,11.07
1497,59.78,11.07
1498,59.77,11.07
1499,59.77,11.07
1500,59.76,11.07
1501,59.75,11.07
1502,59.75,11.07
1503,59.74,11.06
1504,59.73,11.06
1505,59.72,11.05
1506,59.71,11.05
1507,59.71,11.04
1508,59.7,11.04
1509,59.69,11.04
1510,59.68,11.04
1511,59.67,11.04
1512,59.66,11.03
1513,59.65,11.03
1514,59.64,11.03
1515,59.63,11.03
1516,59.62,11.03
1517,59.61,11.02
1518,59.6,11.02
1519,59.59,11.02
1520,59.58,11.02
1521,59.58,11.02
1522,59.58,11.02
1523,59.58,11.02
1524,59.58,11.02
1525,59.58,11.03
1526,59.57,11.03
1527,59.57,11.03
1528,59.57,11.04
1529,59.56,11.04
1530,59.56,11.05
1531,59.56,11.06
1532,59.55,11.06
1533,59.55,11.07
1534,59.55,11.08
1535,59.55,11.08
1536,59.54,11.09
1537,59.54,11.1
1538,59.54,11.11
1539,59.53,11.12
1540,59.53,11.13
1541,59.52,11.13
1542,59.52,11.13
1543,59.51,11.14
1544,59.51,11.14
1545,59.5,11.14
1546,59.5,11.14
1547,59.49,11.13
1548,59.49,11.13
1549,59.48,11.13
1550,59.48,11.12
1551,59.47,11.12
1552,59.47,11.12
1553,59.46,11.12
1554,59.46,11.12
1555,59.45,11.12
1556,59.45,11.12
1557,59.44,11.12
1558,59.44,11.12
1559,59.44,11.12
1560,59.43,11.12
1561,59.42,11.12
1562,59.41,11.12
1563,59.4,11.12
1564,59.39,11.12
1565,59.38,11.12
1566,59.37,11.12
1567,59.36,11.12
1568,59.35,11.12
1569,59.34,11.12
1570,59.33,11.13
1571,59.32,11.13
1572,59.31,11.13
1573,59.3,11.13
1574,59.29,11.13
1575,59.28,11.13
1576,59.27,11.14
1577,59.26,11.14
1578,59.25,11.14
1579,59.24,11.15
1580,59.22,11.14
1581,59.21,11.14
1582,59.19,11.13
1583,59.18,11.12
1584,59.16,11.12
1585,59.14,11.11
1586,59.12,11.1
1587,59.11,11.1
1588,59.09,11.09
1589,59.07,11.09
1590,59.05,11.08
1591,59.04,11.08
1592,59.02,11.07
1593,59.0,11.07
1594,58.98,11.07
1595,58.97,11.06
1596,58.95,11.06
1597,58.93,11.05
1598,58.92,11.05
1599,58.9,11.05
1600,58.89,11.05
1601,58.87,11.06
1602,58.86,11.06
1603,58.85,11.06
1604,58.84,11.07
1605,58.82,11.07
1606,58.81,11.07
1607,58.8,11.08
1608,58.79,11.08
1609,58.77,11.08
1610,58.76,11.09
1611,58.75,11.09
1612,58.73,11.1
1613,58.72,11.1
1614,58.71,11.1
1615,58.69,11.11
1616,58.68,11.11
1617,58.67,11.12
1618,58.65,11.12
1619,58.64,11.12
1620,58.63,11.13
1621,58.61,11.14
1622,58.6,11.14
1623,58.58,11.15
1624,58.57,11.15
1625,58.55,11.16
1626,58.54,11.17
1627,58.52,11.17
1628,58.51,11.18
1629,58.49,11.18
1630,58.48,11.19
1631,58.46,11.2
1632,58.45,11.2
1633,58.43,11.21
1634,58.42,11.21
1635,58.4,11.22
1636,58.39,11.23
1637,58.38,11.23
1638,58.36,11.24
1639,58.35,11.24
1640,58.34,11.24
1641,58.34,11.24
1642,58.33,11.24
1643,58.32,11.24
1644,58.31,11.24
1645,58.3,11.24
1646,58.29,11.23
1647,58.28,11.23
1648,58.27,11.23
1649,58.27,11.23
1650,58.26,11.23
1651,58.25,11.22
1652,58.25,11.22
1653,58.24,11.21
1654,58.24,11.21
1655,58.23,11.2
1656,58.23,11.19
1657,58.23,11.18
1658,58.22,11.17
1659,58.22,11.16
1660,58.21,11.15
1661,58.2,11.14
1662,58.2,11.14
1663,58.19,11.13
1664,58.18,11.12
1665,58.18,11.11
1666,58.17,11.1
1667,58.16,11.1
1668,58.15,11.09
1669,58.15,11.09
1670,58.14,11.09
1671,58.13,11.09
1672,58.12,11.09
1673,58.11,11.09
1674,58.1,11.09
1675,58.09,11.09
1676,58.08,11.09
1677,58.07,11.09
1678,58.06,11.09
1679,58.05,11.08
1680,58.05,11.08
1681,58.04,11.08
1682,58.04,11.07
1683,58.03,11.07
1684,58.03,11.07
1685,58.02,11.06
1686,58.02,11.06
1687,58.01,11.06
1688,58.01,11.06
1689,58.01,11.06
1690,58.0,11.07
1691,58.0,11.07
1692,57.99,11.08
1693,57.99,11.08
1694,57.99,11.09
1695,57.98,11.09
1696,57.98,11.1
1697,57.98,11.11
1698,57.97,11.12
1699,57.97,11.12
1700,57.96,11.13
1701,57.96,11.14
1702,57.95,11.15
1703,57.94,11.16
1704,57.94,11.17
1705,57.93,11.18
1706,57.93,11.19
1707,57.92,11.19
1708,57.91,11.2
1709,57.91,11.2
1710,57.9,11.2
1711,57.89,11.21
1712,57.88,11.21
1713,57.88,11.22
1714,57.87,11.22
1715,57.86,11.23
1716,57.86,11.24
1717,57.85,11.24
1718,57.84,11.25
1719,57.83,11.25
1720,57.83,11.26
1721,57.81,11.26
1722,57.8,11.26
1723,57.78,11.26
1724,57.76,11.25
1725,57.73,11.25
1726,57.7,11.25
1727,57.67,11.25
1728,57.63,11.26
1729,57.6,11.26
1730,57.57,11.27
1731,57.54,11.28
1732,57.5,11.29
1733,57.47,11.3
1734,57.44,11.31
1735,57.41,11.32
1736,57.38,11.34
1737,57.35,11.35
1738,57.32,11.37
1739,57.29,11.39
1740,57.26,11.4
1741,57.24,11.41
1742,57.22,11.4
1743,57.21,11.4
1744,57.2,11.39
1745,57.18,11.39
1746,57.17,11.38
1747,57.16,11.38
1748,57.15,11.38
1749,57.13,11.37
1750,57.12,11.37
1751,57.11,11.37
1752,57.1,11.36
1753,57.08,11.36
1754,57.07,11.36
1755,57.06,11.36
1756,57.04,11.36
1757,57.03,11.36
1758,57.02,11.36
1759,57.01,11.35
1760,56.99,11.35
1761,56.98,11.35
1762,56.96,11.34
1763,56.95,11.34
1764,56.93,11.34
1765,56.92,11.34
1766,56.9,11.33
1767,56.89,11.33
1768,56.87,11.33
1769,56.86,11.32
1770,56.84,11.32
1771,56.83,11.32
1772,56.81,11.32
1773,56.79,11.32
1774,56.78,11.32
1775,56.76,11.32
1776,56.74,11.32
1777,56.72,11.33
1778,56.7,11.34
1779,56.67,11.35
1780,56.65,11.37
1781,56.62,11.39
1782,56.6,11.41
1783,56.57,11.43
1784,56.55,11.45
1785,56.52,11.47
1786,56.5,11.49
1787,56.47,11.51
1788,56.45,11.53
1789,56.42,11.55
1790,56.39,11.57
1791,56.37,11.59
1792,56.34,11.62
1793,56.32,11.64
1794,56.29,11.66
1795,56.27,11.68
1796,56.25,11.7
1797,56.24,11.71
1798,56.22,11.71
1799,56.21,11.71
1800,56.19,11.71
1801,56.17,11.71
1802,56.16,11.7
1803,56.14,11.7
1804,56.13,11.7
1805,56.11,11.7
1806,56.1,11.7
1807,56.08,11.69
1808,56.07,11.69
1809,56.05,11.69
1810,56.04,11.69
1811,56.02,11.69
1812,56.01,11.69
1813,56.0,11.68
1814,55.98,11.68
1815,55.97,11.68
1816,55.95,11.68
1817,55.94,11.68
1818,55.92,11.68
1819,55.9,11.68
1820,55.88,11.67
1821,55.86,11.66
1822,55.84,11.66
1823,55.82,11.65
1824,55.8,11.65
1825,55.78,11.64
1826,55.75,11.64
1827,55.73,11.63
1828,55.71,11.63
1829,55.69,11.62
1830,55.67,11.62
1831,55.65,11.62
1832,55.63,11.61
1833,55.61,11.61
1834,55.59,11.6
1835,55.57,11.6
1836,55.55,11.59
1837,55.52,11.59
1838,55.51,11.59
1839,55.49,11.59
1840,55.48,11.59
1841,55.46,11.59
1842,55.45,11.59
1843,55.44,11.59
1844,55.42,11.59
1845,55.41,11.59
1846,55.4,11.59
1847,55.38,11.59
1848,55.37,11.59
1849,55.36,11.59
1850,55.34,11.59
1851,55.33,11.59
1852,55.32,11.59
1853,55.3,11.59
1854,55.29,11.59
1855,55.28,11.59
1856,55.26,11.6
1857,55.25,11.6
1858,55.23,11.6
1859,55.21,11.6
1860,55.18,11.61
1861,55.16,11.61
1862,55.13,11.62
1863,55.11,11.62
1864,55.08,11.63
1865,55.06,11.63
1866,55.03,11.64
1867,55.01,11.65
1868,54.98,11.65
1869,54.96,11.66
1870,54.93,11.67
1871,54.9,11.68
1872,54.88,11.68
1873,54.85,11.69
1874,54.83,11.7
1875,54.8,11.71
1876,54.78,11.72
1877,54.75,11.73
1878,54.72,11.74
1879,54.69,11.74
1880,54.66,11.74
1881,54.63,11.75
1882,54.6,11.75
1883,54.57,11.76
1884,54.54,11.77
1885,54.51,11.77
1886,54.47,11.78
1887,54.44,11.78
1888,54.41,11.79
1889,54.38,11.8
1890,54.35,11.8
1891,54.32,11.81
1892,54.29,11.82
1893,54.26,11.83
1894,54.22,11.84
1895,54.19,11.84
1896,54.16,11.85
1897,54.13,11.86
1898,54.1,11.87
1899,54.07,11.88
1900,54.04,11.89
1901,53.99,11.89
1902,53.94,11.9
1903,53.9,11.9
1904,53.85,11.91
1905,53.8,11.91
1906,53.75,11.92
1907,53.7,11.93
1908,53.65,11.94
1909,53.6,11.94
1910,53.56,11.95
1911,53.51,11.96
1912,53.46,11.97
1913,53.41,11.98
1914,53.36,12.0
1915,53.31,12.0
1916,53.26,12.01
1917,53.21,12.02
1918,53.16,12.03
1919,53.1,12.04
1920,53.04,12.05
1921,52.95,12.04
1922,52.85,12.03
1923,52.75,12.03
1924,52.65,12.02
1925,52.55,12.01
1926,52.44,12.01
1927,52.34,12.01
1928,52.24,12.01
1929,52.14,12.01
1930,52.04,12.01
1931,51.93,12.01
1932,51.83,12.02
1933,51.73,12.02
1934,51.62,12.03
1935,51.52,12.03
1936,51.42,12.04
1937,51.31,12.06
1938,51.21,12.07
1939,51.09,12.07
1940,50.94,12.06
1941,50.72,12.02
1942,50.49,11.96
1943,50.26,11.91
1944,50.02,11.87
1945,49.79,11.83
1946,49.56,11.79
1947,49.32,11.75
1948,49.09,11.72
1949,48.85,11.7
1950,48.62,11.67
1951,48.39,11.65
1952,48.15,11.64
1953,47.92,11.63
1954,47.68,11.62
1955,47.45,11.62
1956,47.22,11.62
1957,46.98,11.62
1958,46.75,11.62
1959,46.49,11.61
1960,46.23,11.57
1961,45.93,11.49
1962,45.62,11.39
1963,45.32,11.3
1964,45.01,11.22
1965,44.71,11.14
1966,44.4,11.06
1967,44.1,10.99
1968,43.79,10.92
1969,43.49,10.85
1970,43.18,10.79
1971,42.88,10.73
1972,42.57,10.67
1973,42.27,10.62
1974,41.96,10.58
1975,41.66,10.54
1976,41.35,10.5
1977,41.05,10.46
1978,40.74,10.43
1979,40.44,10.41
