time_sec,baseline_retention,baseline_std
1810,5.91,12.56
1811,5.89,12.54
1812,5.87,12.52
1813,5.86,12.49
1814,5.84,12.47
1815,5.83,12.44
1816,5.81,12.42
1817,5.79,12.4
1818,5.78,12.37
1819,5.76,12.35
1820,5.74,12.33
1821,5.73,12.31
1822,5.71,12.29
1823,5.7,12.26
1824,5.68,12.24
1825,5.67,12.22
1826,5.65,12.2
1827,5.63,12.18
1828,5.62,12.16
1829,5.6,12.15
1830,5.59,12.13
1831,5.57,12.11
1832,5.56,12.09
1833,5.54,12.07
1834,5.53,12.05
1835,5.51,12.04
1836,5.5,12.02
1837,5.48,12.0
1838,5.47,11.98
1839,5.45,11.97
1840,5.44,11.95
1841,5.42,11.93
1842,5.41,11.91
1843,5.39,11.9
1844,5.38,11.88
1845,5.36,11.86
1846,5.35,11.84
1847,5.33,11.82
1848,5.31,11.8
1849,5.3,11.79
1850,5.28,11.77
1851,5.27,11.75
1852,5.25,11.73
1853,5.24,11.72
1854,5.22,11.7
1855,5.2,11.68
1856,5.19,11.67
1857,5.17,11.65
1858,5.16,11.63
1859,5.14,11.62
1860,5.13,11.6
1861,5.11,11.58
1862,5.1,11.57
1863,5.09,11.55
1864,5.08,11.54
1865,5.06,11.52
1866,5.05,11.51
1867,5.04,11.49
1868,5.03,11.48
1869,5.02,11.46
1870,5.0,11.45
1871,4.99,11.43
1872,4.98,11.42
1873,4.97,11.4
1874,4.95,11.39
1875,4.94,11.38
1876,4.93,11.36
1877,4.92,11.35
1878,4.91,11.33
1879,4.89,11.32
1880,4.88,11.31
1881,4.87,11.29
1882,4.85,11.27
1883,4.84,11.25
1884,4.83,11.24
1885,4.82,11.22
1886,4.8,11.2
1887,4.79,11.19
1888,4.78,11.17
1889,4.76,11.15
1890,4.75,11.14
1891,4.74,11.12
1892,4.72,11.1
1893,4.71,11.09
1894,4.7,11.07
1895,4.68,11.06
1896,4.67,11.04
1897,4.66,11.02
1898,4.64,11.01
1899,4.63,10.99
1900,4.62,10.97
1901,4.6,10.96
1902,4.59,10.94
1903,4.58,10.92
1904,4.56,10.91
1905,4.55,10.89
1906,4.54,10.87
1907,4.52,10.86
1908,4.51,10.84
1909,4.49,10.82
1910,4.48,10.81
1911,4.47,10.79
1912,4.45,10.77
1913,4.44,10.76
1914,4.43,10.74
1915,4.41,10.73
1916,4.4,10.71
1917,4.39,10.7
1918,4.37,10.68
1919,4.36,10.66
1920,4.35,10.65
1921,4.33,10.63
1922,4.32,10.62
1923,4.3,10.6
1924,4.29,10.59
1925,4.28,10.57
1926,4.26,10.56
1927,4.25,10.55
1928,4.23,10.53
1929,4.22,10.52
1930,4.21,10.5
1931,4.19,10.49
1932,4.18,10.47
1933,4.16,10.46
1934,4.15,10.45
1935,4.14,10.43
1936,4.12,10.42
1937,4.11,10.4
1938,4.1,10.39
1939,4.08,10.38
1940,4.07,10.36
1941,4.06,10.35
1942,4.05,10.34
1943,4.04,10.32
1944,4.03,10.31
1945,4.02,10.29
1946,4.01,10.28
1947,4.0,10.26
1948,3.99,10.25
1949,3.98,10.24
1950,3.97,10.22
1951,3.96,10.21
1952,3.95,10.19
1953,3.94,10.18
1954,3.93,10.17
1955,3.92,10.15
1956,3.91,10.14
1957,3.9,10.12
1958,3.89,10.11
1959,3.88,10.1
1960,3.87,10.08
1961,3.86,10.07
1962,3.85,10.05
1963,3.84,10.04
1964,3.83,10.02
1965,3.82,10.01
1966,3.81,9.99
1967,3.8,9.98
1968,3.79,9.96
1969,3.78,9.95
1970,3.77,9.93
1971,3.76,9.92
1972,3.75,9.9
1973,3.74,9.89
1974,3.73,9.87
1975,3.72,9.86
1976,3.71,9.84
1977,3.7,9.83
1978,3.69,9.81
1979,3.68,9.8
