feature,importance
is_outro,13.48
n_chapters,12.82
ekman_joy,9.31
syntactic_depth,8.67
brightness,7.49
chapter_id,7.42
edit_pace,6.07
hook_has_address,6.03
speech_complexity,4.79
edit_pace_x_screencast,4.31
