feature,importance
is_intro,27.53
n_chapters,15.67
hook_score,9.19
hook_has_address,8.47
hook_similarity,4.31
semantic_novelty,3.71
cumulative_info,3.26
ekman_joy,3.22
brightness,3.1
content_rhythm,2.68
