feature,importance
out__audio_momentum__q75,0.03657595017551272
out__object_count__mean,0.036531457959628685
out__ekman_intensity__median,0.03596520701211016
out__audio_momentum__q25,0.03577493854190989
out__ekman_joy__max,0.03574460890434718
out__ad_segment_length__trend,0.035576036286420164
out__audio_novelty__mean,0.035562155213461705
out__semantic_momentum__std,0.035317998316804586
out__audio_topic_shift__min,0.03499172704344537
out__n_ad_segments__mean,0.034991669581090075
out__pause_rate__median,0.03488459407448445
out__ekman_intensity__mean,0.034572841418106376
out__curiosity_gap__max,0.03426835044664337
out__hook_has_address__q75,0.034250662926480074
out__ekman_joy__mean,0.03382347538626488
out__is_question__std,0.03375189227234302
out__question_density__max,0.033676070195699334
out__chapter_id__trend,0.033568529122540505
out__ekman_intensity__q75,0.033193239198057015
out__is_intro__max,0.03290012892156586
out__cumulative_info__mean,0.032790935778260755
out__information_density__std,0.03250693805303248
out__audio_novelty__q25,0.03215459727121387
out__semantic_novelty__median,0.0316038451567488
out__object_count__max,0.031470042723823866
out__text_prob__q25,0.03126013735264016
out__lexical_diversity__max,0.031234798051252493
out__audio_topic_shift__q75,0.03119129671778955
out__topic_shift__q75,0.030162018763734273
out__audio_novelty__q75,0.029862452147498147
out__cultural_ref_cnt__mean,0.02962405030404029
out__visual_momentum__mean,0.029018189020094797
out__audio_momentum__mean,0.028184550831184745
out__semantic_novelty__q75,0.028156990134519104
out__ekman_joy__median,0.027080450773508635
out__audio_novelty__median,0.026826688806717354
out__topic_shift__mean,0.026429250993188297
out__n_ad_segments__q25,0.02626775746686142
out__hook_score__mean,0.026217472084175863
out__crutch_cnt__q75,0.02616826502950374
out__storytelling__median,0.025528274822940324
out__hook_has_address__max,0.025395247940409378
out__audio_self_similarity__median,0.02461872114182158
out__hook_has_address__mean,0.0244616418954808
out__chapter_id__max,0.024244131033977274
out__cultural_ref_cnt__min,0.023490012618904856
out__audio_self_similarity__mean,0.023328376642540095
out__audio_topic_shift__mean,0.02329086607747364
out__audio_momentum__median,0.02320829151577563
out__ad_segment_length__max,0.02313872719867451
out__audio_topic_shift__trend,0.022835352892040865
out__topic_shift__std,0.022649263124119797
out__ad_segment_length__mean,0.02214110363595454
out__audio_novelty__max,0.02173689321854808
out__is_outro__max,0.021736327437372246
out__cultural_ref_cnt__median,0.02123640078441552
out__beat_sync_ratio__max,0.02097089276625071
out__ekman_joy__q25,0.02078514294676307
out__visual_topic_shift__mean,0.020561121452986563
out__n_ad_segments__median,0.02032275073459308
out__semantic_novelty__max,0.020050839140012558
out__semantic_momentum__min,0.019955503887457298
out__hook_score__q75,0.01971959329756624
out__cumulative_info__median,0.019546056711081804
out__segment_self_similarity__median,0.018724416171647544
out__n_ad_segments__q75,0.01825930509967836
out__is_question__max,0.0168569217452243
out__lexical_diversity__q75,0.01609294412247377
out__hook_score__max,0.015766342484884326
out__is_ad_x_viewer_address__max,0.015379559023648593
out__n_ad_segments__min,0.015213000253227707
out__hook_score__q25,0.015126519140268404
out__n_ad_segments__max,0.013424342472790948
out__ad_density_percent__min,0.012889160524370285
out__is_ad__std,0.012643240590628785
out__object_count__q75,0.012311008822988755
out__ad_density_percent__median,0.012018135138268786
out__ad_density_percent__mean,0.011784802729355557
out__hook_score__median,0.011406114926506885
out__ad_segment_length__std,0.01034492705009636
out__hook_score__min,0.010330030845690182
out__overlay_prob__q25,0.005472598468062189
out__ad_density_percent__q75,0.004171631244091736
out__ad_density_percent__max,0.004158343889856102
out__ad_density_percent__q25,0.002024314746645217
channel_subscribers,0.0
linguistic__technical_term_density,0.0
out__speaker_prob__min,0.0
out__text_prob__min,0.0
out__motion_speed__min,0.0
out__edit_pace__min,0.0
out__edit_pace__median,0.0
out__edit_pace__q25,0.0
out__edit_pace__q75,0.0
out__scene_novelty__min,0.0
out__overlay_prob__min,0.0
out__bumper_score__min,0.0
out__bumper_score__median,0.0
out__bumper_score__q25,0.0
out__bumper_score__q75,0.0
out__flow_mag_med__min,0.0
out__radial_ratio__min,0.0
out__centroid__min,0.0
