feature,importance
out__ekman_excitement__max,0.012355408362752892
out__ekman_excitement__mean,0.012248638094820793
out__visual_self_similarity__mean,0.012218068255409808
out__viewer_engagement__std,0.012187071803838375
out__avg_word_length__median,0.011998355739301891
out__topic_shift__q25,0.011958939059038923
out__topic_shift__median,0.011918461615697049
out__cumulative_info__q25,0.011815094790785217
out__ekman_intensity__median,0.01171354982235046
out__information_density__mean,0.011619402805591856
out__text_prob__q25,0.011601798268868082
out__semantic_novelty__q25,0.011573155362236524
out__cultural_ref_cnt__mean,0.011510309220595498
out__ad_density_percent__trend,0.011390805919677895
out__segment_self_similarity__median,0.011058189922517806
out__audio_self_similarity__max,0.01095713485287554
out__audio_hook_similarity__min,0.010875360033587387
out__information_density__std,0.01078212587450498
out__storytelling__std,0.010671466739862854
out__semantic_momentum__std,0.010658644459700353
out__information_density__trend,0.010533301178202729
out__ekman_joy__median,0.010307603238614547
out__cumulative_info__trend,0.010157541530617209
out__n_ad_segments__trend,0.009921602645149252
out__cumulative_info__max,0.00990104353810068
out__aesthetic_score__mean,0.009894817599367958
out__viewer_engagement__max,0.009758167510622879
out__cumulative_info__std,0.009612699989616951
out__visual_self_similarity__median,0.009610397288046277
out__is_intro__mean,0.009601828363203602
out__unique_classes__std,0.009417467276540392
out__audio_momentum__mean,0.009406611359611084
out__storytelling__mean,0.009311893253740567
out__ekman_neutral__q75,0.00926622706790122
out__semantic_momentum__median,0.009162683683096568
out__information_density__median,0.009156485119278678
out__cumulative_info__mean,0.009059648096046187
out__hook_similarity__mean,0.00900751082268733
out__audio_self_similarity__mean,0.008868523089730592
out__topic_shift__std,0.008785078456852226
out__audio_momentum__median,0.00845178367827417
out__depth_mean__median,0.007823518480443667
out__hook_similarity__q25,0.0077939325597649895
out__cultural_ref_cnt__q25,0.007548750949251839
out__cultural_ref_cnt__median,0.007065103177247778
out__ad_density_percent__q25,0.006748308153510897
out__semantic_novelty__mean,0.006535626217300028
out__visual_momentum__q25,0.0064650521179156146
out__viewer_engagement__median,0.006439320486133961
out__chapter_id__mean,0.00625557711233099
out__topic_change_rate__mean,0.005968218063591825
out__ekman_sadness__mean,0.0059072096440621795
out__audio_hook_similarity__median,0.00587076708441855
out__viewer_engagement__mean,0.00564110205560955
out__visual_hook_similarity__median,0.00544542757338461
out__topic_shift__mean,0.005320126123529714
out__visual_self_similarity__max,0.005299319564467183
out__chapter_id__std,0.005217405524788195
out__aesthetic_score__std,0.005030411231798412
out__cultural_ref_cnt__max,0.004936731401428223
out__depth_mean__q75,0.004420667736684482
out__visual_momentum__std,0.003686039493245665
out__information_density__q25,0.0032210915410643428
out__audio_topic_shift__mean,0.0032061780794463523
out__ekman_neutral__max,0.00313985656743726
out__visual_hook_similarity__mean,0.003071445573235675
out__depth_mean__q25,0.002983028279145966
out__audio_topic_shift__q75,0.0027442454201374194
out__cumulative_info__q75,0.002163299747789622
out__ekman_intensity__std,0.0017576413802399872
out__ekman_intensity__mean,0.001673394250347417
out__overlay_prob__q25,0.001459087762378659
channel_subscribers,0.0
linguistic__technical_term_density,0.0
out__speaker_prob__min,0.0
out__text_prob__min,0.0
out__motion_speed__min,0.0
out__edit_pace__min,0.0
out__edit_pace__median,0.0
out__edit_pace__q25,0.0
out__edit_pace__q75,0.0
out__scene_novelty__min,0.0
out__overlay_prob__min,0.0
out__bumper_score__min,0.0
out__bumper_score__median,0.0
out__bumper_score__q25,0.0
out__bumper_score__q75,0.0
out__flow_mag_med__min,0.0
out__radial_ratio__min,0.0
out__centroid__min,0.0
out__rolloff__min,0.0
out__pause_rate__min,0.0
out__pause_rate__q25,0.0
out__speech_rate_cv__min,0.0
out__beat_sync__min,0.0
out__beat_sync__median,0.0
out__beat_sync__q25,0.0
out__beat_sync__q75,0.0
out__beat_sync_ratio__min,0.0
out__beat_sync_ratio__median,0.0
out__beat_sync_ratio__q25,0.0
out__beat_sync_ratio__q75,0.0
out__wps__min,0.0
out__viewer_address__min,0.0
out__viewer_address__median,0.0
out__viewer_address__q25,0.0
out__viewer_address__q75,0.0
out__crutch_cnt__min,0.0
out__crutch_cnt__median,0.0
out__crutch_cnt__q25,0.0
out__is_ad__min,0.0
out__is_ad__median,0.0
out__is_ad__q25,0.0
out__is_ad__q75,0.0
out__ad_segment_length__min,0.0
out__ad_segment_length__median,0.0
out__ad_segment_length__q25,0.0
out__ad_segment_length__q75,0.0
out__n_ad_segments__std,0.0
out__hook_similarity__min,0.0
out__segment_self_similarity__min,0.0
out__semantic_novelty__min,0.0
out__hook_has_address__std,0.0
out__is_question__min,0.0
out__is_question__median,0.0
out__is_question__q25,0.0
out__is_question__q75,0.0
out__chapter_id__min,0.0
out__n_chapters__std,0.0
out__topic_change_rate__min,0.0
out__topic_change_rate__q25,0.0
out__curiosity_gap__min,0.0
out__curiosity_gap__median,0.0
out__curiosity_gap__q25,0.0
out__curiosity_gap__q75,0.0
out__storytelling__min,0.0
out__storytelling__q25,0.0
out__viewer_engagement__min,0.0
out__has_example__min,0.0
out__has_example__q25,0.0
out__is_intro__min,0.0
out__is_intro__median,0.0
out__is_intro__q25,0.0
