feature,importance
brightness,7.97
sharpness,5.58
visual_entropy,4.93
has_example,4.74
speaker_prob,4.64
hook_score,3.66
storytelling,3.4
ekman_neutral,3.21
syntactic_depth,2.93
n_chapters,2.85
