feature,importance
is_outro,32.9
n_chapters,6.79
hook_score,5.29
speech_complexity,4.93
syntactic_depth,4.16
brightness,3.82
cumulative_info,3.11
content_rhythm,3.1
edit_pace_x_screencast,2.86
avg_word_length,2.84
