feature,importance
is_intro,28.03
n_chapters,14.02
hook_score,8.99
hook_has_address,8.58
hook_similarity,4.46
semantic_novelty,3.96
ekman_joy,3.85
brightness,3.2
cumulative_info,3.18
ad_segment_length,2.23
