feature,importance
is_outro,14.19
n_chapters,12.89
syntactic_depth,11.46
ekman_joy,9.75
hook_has_address,8.36
brightness,6.94
chapter_id,6.39
edit_pace_x_screencast,6.25
speech_complexity,5.12
edit_pace,4.83
